,date,tweet_id,full_text,fav_count,rt_count,display_text_range,rt,dogs_name,tweets_url,numerator,denominator,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,tweet_limit,dog_stages
10,2017-07-26 00:31:25,890006608113172480,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,31166,7624,"[0, 130]",False,Koda,https://t.co/dVPW0B0Mme,13.0,10.0,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,1.0,Samoyed,0.957979,True,Pomeranian,0.0138835,True,chow,0.00816748,True,130,
11,2017-07-25 16:11:53,889880896479866881,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,28268,5156,"[0, 107]",False,Bruno,https://t.co/u1XPQMl29g,13.0,10.0,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1.0,French_bulldog,0.377417,True,Labrador_retriever,0.151317,True,muzzle,0.0829811,False,107,
12,2017-07-25 01:55:32,889665388333682689,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,38818,8538,"[0, 106]",False,NaN,https://t.co/BxvuXk0UCm,13.0,10.0,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1.0,Pembroke,0.966327,True,Cardigan,0.0273557,True,basenji,0.00463323,True,106,puppo
13,2017-07-25 00:10:02,889638837579907072,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,27672,4735,"[0, 91]",False,Ted,https://t.co/f8dEDcrKSR,12.0,10.0,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1.0,French_bulldog,0.99165,True,boxer,0.00212864,True,Staffordshire_bullterrier,0.00149818,True,91,
14,2017-07-24 17:02:04,889531135344209921,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,15359,2321,"[0, 118]",False,Stuart,https://t.co/y70o6h3isq,13.0,10.0,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1.0,golden_retriever,0.953442,True,Labrador_retriever,0.0138341,True,redbone,0.00795775,True,118,puppo
15,2017-07-24 00:19:32,889278841981685760,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,25652,5637,"[0, 138]",False,Oliver,https://t.co/WpHvrQedPb,13.0,10.0,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1.0,whippet,0.626152,True,borzoi,0.194742,True,Saluki,0.0273507,True,138,
16,2017-07-23 00:22:39,888917238123831296,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,29611,4709,"[0, 86]",False,Jim,https://t.co/chxruIOUJN,12.0,10.0,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1.0,golden_retriever,0.714719,True,Tibetan_mastiff,0.120184,True,Labrador_retriever,0.105506,True,86,
17,2017-07-22 16:56:37,888804989199671297,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,26080,4559,"[0, 128]",False,Zeke,https://t.co/HTQ77yNQ5K,13.0,10.0,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1.0,golden_retriever,0.46976,True,Labrador_retriever,0.184172,True,English_setter,0.0734817,True,128,
18,2017-07-22 00:23:06,888554962724278272,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,20290,3732,"[0, 87]",False,Ralphus,https://t.co/YnYAFCTTiK,13.0,10.0,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3.0,Siberian_husky,0.700377,True,Eskimo_dog,0.166511,True,malamute,0.111411,True,87,
19,2017-07-20 16:49:33,888078434458587136,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,22201,3653,"[0, 127]",False,Gerald,https://t.co/DK7iDPfuRX,12.0,10.0,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1.0,French_bulldog,0.995026,True,pug,0.000931908,True,bull_mastiff,0.000903211,True,127,
20,2017-07-19 16:06:48,887705289381826560,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,30779,5609,"[0, 127]",False,Jeffrey,https://t.co/PhrUk20Q64,13.0,10.0,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1.0,basset,0.821664,True,redbone,0.0875815,True,Weimaraner,0.026236400000000003,True,127,
21,2017-07-19 03:39:09,887517139158093824,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,46959,12082,"[0, 108]",False,NaN,https://t.co/20VrLAA8ba,14.0,10.0,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1.0,limousine,0.130432,False,tow_truck,0.0291754,False,shopping_cart,0.0263208,False,108,
22,2017-07-19 00:47:34,887473957103951883,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,69871,18781,"[0, 99]",False,Canela,https://t.co/cLyzpcUcMX,13.0,10.0,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2.0,Pembroke,0.809197,True,Rhodesian_ridgeback,0.05495,True,beagle,0.0389148,True,99,
23,2017-07-18 16:08:03,887343217045368832,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,34222,10737,"[0, 88]",False,NaN,https://t.co/WZqNqygEyV,13.0,10.0,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1.0,Mexican_hairless,0.330741,True,sea_lion,0.275645,False,Weimaraner,0.134203,True,88,
24,2017-07-18 00:07:08,887101392804085760,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,31061,6167,"[0, 129]",False,NaN,https://t.co/4Ad1jzJSdp,12.0,10.0,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1.0,Samoyed,0.733942,True,Eskimo_dog,0.0350295,True,Staffordshire_bullterrier,0.029704700000000007,True,129,
25,2017-07-17 16:17:36,886983233522544640,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,35859,8084,"[0, 101]",False,Maya,https://t.co/I6oNy0CgiT,13.0,10.0,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2.0,Chihuahua,0.793469,True,toy_terrier,0.143528,True,can_opener,0.0322529,False,101,
26,2017-07-16 23:58:41,886736880519319552,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",12306,3443,"[0, 121]",False,Mingus,https://t.co/bVi0Yr4Cff,13.0,10.0,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1.0,kuvasz,0.309706,True,Great_Pyrenees,0.186136,True,Dandie_Dinmont,0.08634630000000001,True,121,
27,2017-07-16 20:14:00,886680336477933568,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,22798,4610,"[0, 71]",False,Derek,https://t.co/BCoWue0abA,13.0,10.0,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1.0,convertible,0.738995,False,sports_car,0.139952,False,car_wheel,0.0441727,False,71,
28,2017-07-15 23:25:31,886366144734445568,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,21524,3316,"[0, 131]",False,Roscoe,https://t.co/RGE08MIJox,12.0,10.0,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1.0,French_bulldog,0.999201,True,Chihuahua,0.000361178,True,Boston_bull,7.55616e-05,True,131,pupper
29,2017-07-15 16:51:35,886267009285017600,@NonWhiteHat @MayhewMayhem omg hello tanner you are a scary good boy 12/10 would pet with extreme caution,117,4,"[27, 105]",False,NaN,,12.0,10.0,,,,,,,,,,,,105,
30,2017-07-15 16:17:19,886258384151887873,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,28469,6523,"[0, 94]",False,Waffles,https://t.co/xZDA9Qsq1O,13.0,10.0,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1.0,pug,0.943575,True,shower_cap,0.0252856,False,Siamese_cat,0.00284892,False,94,
31,2017-07-14 22:10:11,885984800019947520,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,33382,7097,"[0, 140]",False,NaN,https://t.co/BuveP0uMF1,12.0,10.0,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1.0,Blenheim_spaniel,0.972494,True,Shih-Tzu,0.00663012,True,Bernese_mountain_dog,0.00623915,True,140,
32,2017-07-13 15:58:47,885528943205470208,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,36689,6683,"[0, 109]",False,Maisey,https://t.co/tp1kQ8i9JF,13.0,10.0,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1.0,pug,0.369275,True,Labrador_retriever,0.265835,True,kuvasz,0.134697,True,109,
33,2017-07-13 15:19:09,885518971528720385,I have a new hero and his name is Howard. 14/10 https://t.co/gzLHboL7Sk,20788,3899,"[0, 47]",False,NaN,https://t.co/gzLHboL7Sk,14.0,10.0,,,,,,,,,,,,47,
34,2017-07-12 16:03:00,885167619883638784,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,22367,4556,"[0, 134]",False,NaN,https://t.co/44ItaMubBf,13.0,10.0,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4.0,malamute,0.8124819999999999,True,Siberian_husky,0.0717125,True,Eskimo_dog,0.0557697,True,134,
35,2017-07-12 00:01:00,884925521741709313,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",68152,16439,"[0, 93]",False,Earl,https://t.co/MYJvdlNRVa,12.0,10.0,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1.0,Italian_greyhound,0.259916,True,American_Staffordshire_terrier,0.198451,True,Staffordshire_bullterrier,0.127725,True,93,
36,2017-07-11 20:47:12,884876753390489601,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,28514,6096,"[0, 118]",False,Lola,https://t.co/74TKAUsLkO,13.0,10.0,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1.0,chow,0.822103,True,Norwich_terrier,0.106075,True,Norfolk_terrier,0.0373485,True,118,
37,2017-07-11 00:00:02,884562892145688576,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,24765,5100,"[0, 66]",False,Kevin,https://t.co/1r4MFCbCX5,13.0,10.0,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1.0,pug,0.5464060000000001,True,French_bulldog,0.404291,True,Brabancon_griffon,0.0440019,True,66,
38,2017-07-10 15:58:53,884441805382717440,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",27478,5856,"[0, 136]",False,NaN,https://t.co/vvBOcC2VdC,14.0,10.0,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1.0,Pembroke,0.993225,True,Cardigan,0.00321648,True,Chihuahua,0.00208089,True,136,
39,2017-07-10 03:08:17,884247878851493888,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE https://t.co/uF3pQ8Wubj,74423,21298,"[0, 104]",False,NaN,https://t.co/uF3pQ8Wubj,13.0,10.0,,,,,,,,,,,,104,
40,2017-07-09 21:29:42,884162670584377345,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,20771,3128,"[0, 140]",False,Yogi,https://t.co/YSI00BzTBZ,12.0,10.0,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1.0,German_shepherd,0.707046,True,malinois,0.199396,True,Norwegian_elkhound,0.0491476,True,140,doggo
41,2017-07-09 00:00:04,883838122936631299,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,22349,3586,"[0, 137]",False,Noah,https://t.co/V85xujjDDY,12.0,10.0,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1.0,Doberman,0.610946,True,miniature_pinscher,0.299603,True,kelpie,0.0630203,True,137,
42,2017-07-08 00:28:19,883482846933004288,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",46860,10407,"[0, 112]",False,Bella,https://t.co/qjrljjt948,13.5,10.0,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1.0,golden_retriever,0.943082,True,Labrador_retriever,0.032409,True,kuvasz,0.00550072,True,112,
43,2017-07-07 16:22:55,883360690899218434,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,22986,3825,"[0, 139]",False,Grizzwald,https://t.co/rf661IFEYP,13.0,10.0,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1.0,chow,0.987997,True,Tibetan_mastiff,0.00709872,True,Newfoundland,0.00214033,True,139,floofer
44,2017-07-07 00:17:54,883117836046086144,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",37914,6949,"[0, 111]",False,NaN,https://t.co/Se5fZ9wp5E,13.0,10.0,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2.0,golden_retriever,0.949562,True,Labrador_retriever,0.045947900000000014,True,kuvasz,0.00247094,True,111,
45,2017-07-06 15:58:11,882992080364220416,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,24445,4122,"[0, 108]",False,Rusty,https://t.co/tyER0KpdXj,13.0,10.0,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1.0,Eskimo_dog,0.466778,True,Siberian_husky,0.406044,True,dingo,0.07341439999999999,False,108,
46,2017-07-06 00:46:41,882762694511734784,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,28903,5134,"[0, 114]",False,Gus,https://t.co/D43I96SlVu,12.0,10.0,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1.0,Labrador_retriever,0.85005,True,Chesapeake_Bay_retriever,0.074257,True,flat-coated_retriever,0.015579399999999997,True,114,pupper
47,2017-07-05 15:48:34,882627270321602560,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,28382,6342,"[0, 136]",False,Stanley,https://t.co/Nx52PGwH94,13.0,10.0,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1.0,Pembroke,0.542982,True,Chihuahua,0.251988,True,Cardigan,0.107699,True,136,
48,2017-07-04 16:01:23,882268110199369728,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,45880,12118,"[0, 114]",False,Alfy,https://t.co/fYP5RlutfA,13.0,10.0,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1.0,golden_retriever,0.762211,True,Labrador_retriever,0.0989849,True,cocker_spaniel,0.0171995,True,114,
49,2017-07-04 01:18:17,882045870035918850,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",29900,5203,"[0, 133]",False,Koko,https://t.co/zeDpnsKX7w,13.0,10.0,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1.0,web_site,0.949591,False,dhole,0.0173258,False,golden_retriever,0.00694063,True,133,
50,2017-07-03 16:04:48,881906580714921986,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,24773,3533,"[0, 67]",False,Rey,https://t.co/503CgWbhxQ,12.0,10.0,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1.0,Weimaraner,0.291539,True,Chesapeake_Bay_retriever,0.278966,True,koala,0.12701700000000002,False,67,
51,2017-07-03 00:11:11,881666595344535552,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,51522,11099,"[0, 115]",False,Gary,https://t.co/7CSWCl8I6s,13.0,10.0,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1.0,Saluki,0.529012,True,Afghan_hound,0.25000300000000003,True,golden_retriever,0.16073900000000002,True,115,
52,2017-07-02 21:58:53,881633300179243008,@roushfenway These are good dogs but 17/10 is an emotional impulse rating. More like 13/10s,129,7,"[13, 91]",False,NaN,,17.0,10.0,,,,,,,,,,,,91,
53,2017-07-02 15:32:16,881536004380872706,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",50199,16570,"[0, 130]",False,NaN,https://t.co/ghXBIIeQZF,14.0,10.0,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1.0,Samoyed,0.281463,True,Angora,0.272066,False,Persian_cat,0.114854,False,130,pupper
54,2017-07-01 21:49:04,881268444196462592,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,23501,5358,"[0, 138]",False,Elliot,https://t.co/cgwJwowTMC,,10.0,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1.0,tusker,0.473303,False,Indian_elephant,0.245646,False,ibex,0.0556607,False,138,
55,2017-06-30 23:47:07,880935762899988482,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,17346,2886,"[0, 72]",False,Louis,https://t.co/D0wb1GlKAt,13.0,10.0,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,1.0,street_sign,0.251801,False,umbrella,0.115123,False,traffic_light,0.0695338,False,72,
56,2017-06-30 19:35:32,880872448815771648,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,21734,3989,"[0, 137]",False,NaN,https://t.co/WiAMbTkDPf,12.0,10.0,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1.0,Pembroke,0.791416,True,Norwich_terrier,0.0613929,True,Chihuahua,0.0337257,True,137,
57,2017-06-29 16:39:47,880465832366813184,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,29075,6546,"[0, 114]",False,Bella,https://t.co/4VsFysDmiw,12.0,10.0,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1.0,golden_retriever,0.913255,True,Labrador_retriever,0.0263286,True,cocker_spaniel,0.00937082,True,114,
58,2017-06-29 00:27:25,880221127280381952,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,27640,4436,"[0, 108]",False,Jesse,https://t.co/fUod0tVmvK,12.0,10.0,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1.0,Chihuahua,0.238525,True,meerkat,0.104256,False,clumber,0.0525803,True,108,
59,2017-06-28 16:09:20,880095782870896641,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,28150,4533,"[0, 129]",False,NaN,https://t.co/HauE8M3Bu4,11.0,10.0,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1.0,miniature_pinscher,0.120298,True,Rhodesian_ridgeback,0.106395,True,beagle,0.106073,True,129,
60,2017-06-28 00:42:13,879862464715927552,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,22667,3642,"[0, 91]",False,Romeo,https://t.co/Qh5aEkRQm9,13.0,10.0,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3.0,basset,0.813507,True,beagle,0.146654,True,cocker_spaniel,0.00948502,True,91,
61,2017-06-27 12:14:36,879674319642796034,@RealKentMurphy 14/10 confirmed,315,10,"[16, 31]",False,NaN,,14.0,10.0,,,,,,,,,,,,31,
62,2017-06-27 00:10:17,879492040517615616,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,23822,3323,"[0, 90]",False,Bailey,https://t.co/IxM9IMKQq8,12.0,10.0,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1.0,German_short-haired_pointer,0.479896,True,vizsla,0.124353,True,bath_towel,0.0733202,False,90,
63,2017-06-26 19:07:24,879415818425184262,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,107956,45849,"[0, 82]",False,Duddles,https://t.co/UDT7ZkcTgY,13.0,10.0,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1.0,English_springer,0.383404,True,Boston_bull,0.134967,True,Cardigan,0.110481,True,82,
64,2017-06-26 16:31:08,879376492567855104,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,17099,3261,"[0, 125]",False,Jac,https://t.co/0gOi601EAa,12.0,10.0,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1.0,tricycle,0.663601,False,Labrador_retriever,0.0334961,True,Pembroke,0.0188266,True,125,
